TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
H,1,3,41,48.00,108.00,2.00,2.00,1.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,15000.00,"Furniture,Carpet",Lease,East Germany,Pensioner,Car,no credit cards
H,0,2,20,12.00,9.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,3000.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,2,44,264.00,288.00,1.00,0.00,1.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,3,1.00,8000.00,Cars,Lease,East Germany,Others,Car,no credit cards
H,0,2,55,192.00,999.00,1.00,0.00,0.00,2100.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,7000.00,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
H,2,4,26,84.00,18.00,1.00,1.00,1.00,1800.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,1000.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
R,0,1,47,288.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,0,0.00,900.00,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,Cheque card
H,0,1,21,144.00,18.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1000.00,Cars,Lease,East Germany,Others,Car,no credit cards
H,0,1,21,9.00,6.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,1700.00,Cars,Lease,East Germany,Others,Car,no credit cards
R,0,2,64,240.00,42.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,1400.00,"Furniture,Carpet",Lease,East Germany,Pensioner,Car,no credit cards
R,1,2,21,15.00,21.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,0,0.00,900.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
H,1,2,25,144.00,36.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,500.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,1,3,41,999.00,288.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,4000.00,"Furniture,Carpet",Owner,East Germany,Others,Without Vehicle,no credit cards
H,1,3,26,312.00,30.00,1.00,0.00,1.00,1900.00,0.00,2500.00,2.00,V,1.00,1.00,3,0,0.00,800.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,1,24,9.00,108.00,1.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,2.00,1.00,0,0,0.00,1500.00,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,1,21,48.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
H,0,1,40,999.00,30.00,2.00,2.00,1.00,2700.00,0.00,100000.0,4.00,U,1.00,1.00,2,0,0.00,100000.0,Cars,Owner,East Germany,"Food,Building,Ca",Car,no credit cards
H,3,5,34,24.00,84.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,V,2.00,1.00,2,0,0.00,2500.00,"Radio, TV, Hifi",Lease,East Germany,"Civil Service, M",Car,no credit cards
R,0,1,22,30.00,66.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1200.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,Mastercard/Euroc
R,0,1,23,24.00,48.00,2.00,0.00,1.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,9000.00,"Furniture,Carpet",Lease,East Germany,"Civil Service, M",Car,no credit cards
H,2,4,31,108.00,9.00,1.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Owner,East Germany,"Food,Building,Ca",Car,no credit cards
R,0,2,30,3.00,3.00,1.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,1000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
R,0,2,22,36.00,12.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,E,3.00,1.00,0,0,0.00,1000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
H,1,3,28,24.00,9.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,E,1.00,1.00,2,0,0.00,1400.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
R,0,1,28,6.00,15.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,0,0.00,1100.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
H,2,3,38,15.00,84.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,0,0.00,1000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
H,2,4,37,84.00,33.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,2500.00,Leisure,Lease,East Germany,Others,Car,Cheque card
H,0,1,22,6.00,66.00,1.00,2.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,600.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
R,1,3,44,18.00,21.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,3,0,0.00,600.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,2,4,37,84.00,15.00,1.00,1.00,1.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,1700.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Car,no credit cards
H,2,4,31,60.00,168.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,V,1.00,1.00,4,0,0.00,1900.00,"Furniture,Carpet",Lease,East Germany,"Civil Service, M",Car,Cheque card
H,2,4,36,54.00,54.00,2.00,0.00,0.00,3300.00,0.00,100000.0,4.00,V,3.00,1.00,0,9,1.00,5000.00,,Lease,German,Others,Car,no credit cards
R,0,2,45,999.00,999.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,5000.00,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
H,0,1,71,168.00,54.00,2.00,2.00,0.00,1600.00,0.00,2500.00,2.00,W,2.00,1.00,2,0,0.00,2500.00,"Radio, TV, Hifi",Lease,East Germany,Pensioner,Car,no credit cards
H,2,4,29,168.00,9.00,1.00,0.00,0.00,2100.00,0.00,2500.00,2.00,V,2.00,1.00,1,0,0.00,1000.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
R,2,4,24,36.00,48.00,2.00,0.00,0.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,2,0,0.00,1500.00,"Dept. Store,Mail",Lease,East Germany,"Civil Service, M",Car,no credit cards
H,0,2,53,120.00,15.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,500.00,"Dept. Store,Mail",,East Germany,Pensioner,Without Vehicle,no credit cards
H,1,3,30,30.00,12.00,1.00,0.00,0.00,1900.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,3000.00,Cars,Lease,East Germany,"Food,Building,Ca",Car,no credit cards
H,3,4,34,999.00,12.00,1.00,0.00,0.00,2900.00,0.00,100000.0,4.00,G,3.00,1.00,0,0,0.00,3000.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Car,no credit cards
H,2,4,34,60.00,42.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,600.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
R,0,1,21,264.00,60.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,1,3,26,15.00,27.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,5000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,1,19,240.00,18.00,1.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,500.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
R,0,2,59,999.00,42.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,7000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
R,0,2,50,336.00,33.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,1300.00,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,25,3.00,21.00,1.00,2.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,900.00,Cars,Lease,East Germany,"Sea Vojage, Gast",Car,Cheque card
H,0,1,24,192.00,66.00,1.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,2.00,1.00,3,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,1,3,43,96.00,36.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,V,2.00,1.00,1,0,0.00,600.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,1,24,288.00,15.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,Self-employed pe,Car,Cheque card
H,1,2,44,96.00,18.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,T,1.00,1.00,1,0,0.00,6000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
R,0,1,30,60.00,30.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,4000.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
R,0,1,21,54.00,39.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,7000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
R,0,2,41,96.00,12.00,2.00,0.00,0.00,2100.00,1.00,2500.00,3.00,V,1.00,1.00,2,0,0.00,4000.00,"Radio, TV, Hifi",Lease,East Germany,"Civil Service, M",Car,Cheque card
H,1,3,35,42.00,42.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,1100.00,"Dept. Store,Mail",Lease,East Germany,"Civil Service, M",Car,no credit cards
H,0,1,28,144.00,120.00,2.00,1.00,1.00,1700.00,0.00,2500.00,2.00,U,2.00,1.00,0,0,0.00,4000.00,"Radio, TV, Hifi",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
H,2,3,23,30.00,15.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,1000.00,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
R,1,2,37,36.00,6.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,G,1.00,1.00,1,0,0.00,1200.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,2,56,192.00,60.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,800.00,"Radio, TV, Hifi",,East Germany,Pensioner,Car,no credit cards
R,1,2,29,21.00,21.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,3000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
H,0,1,23,21.00,9.00,2.00,0.00,0.00,2800.00,0.00,100000.0,4.00,U,1.00,1.00,1,0,0.00,2500.00,"Radio, TV, Hifi",Owner,East Germany,Others,Without Vehicle,no credit cards
H,0,1,27,24.00,18.00,1.00,0.00,0.00,2700.00,0.00,100000.0,4.00,U,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,31,54.00,45.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,U,3.00,1.00,0,0,0.00,600.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Mastercard/Euroc
R,0,1,21,264.00,36.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,4000.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
H,0,1,18,216.00,9.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,1800.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
H,3,5,31,48.00,168.00,2.00,2.00,1.00,2900.00,0.00,100000.0,4.00,V,1.00,1.00,2,0,0.00,5000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,3,5,31,48.00,168.00,2.00,2.00,1.00,2900.00,0.00,100000.0,4.00,V,1.00,1.00,2,0,0.00,5000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,1,25,120.00,9.00,1.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,3000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
R,2,4,32,120.00,108.00,2.00,0.00,0.00,2800.00,1.00,100000.0,5.00,V,1.00,1.00,1,0,0.00,1500.00,Leisure,Lease,East Germany,"Civil Service, M",Car,Cheque card
H,0,2,47,42.00,999.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,5000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
R,1,2,23,21.00,54.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1400.00,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
H,0,1,24,312.00,6.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,900.00,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
R,1,2,26,84.00,144.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,2,0,0.00,800.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,2,4,44,168.00,30.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,2,4,41,108.00,15.00,1.00,0.00,0.00,2600.00,0.00,100000.0,4.00,V,3.00,1.00,0,0,0.00,8000.00,Cars,Lease,East Germany,Others,Car,no credit cards
R,1,3,25,21.00,66.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,E,1.00,1.00,2,0,0.00,4000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
R,2,4,32,48.00,144.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,2000.00,"Radio, TV, Hifi",,East Germany,"Sea Vojage, Gast",Car,no credit cards
H,0,1,23,48.00,9.00,1.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,0,0,0.00,600.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
H,0,1,23,18.00,45.00,2.00,2.00,1.00,1800.00,1.00,2500.00,3.00,U,3.00,1.00,0,0,0.00,800.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
H,0,1,20,240.00,9.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,2000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
H,3,4,34,9.00,12.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,G,1.00,1.00,1,0,0.00,500.00,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
R,1,2,27,42.00,39.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,G,3.00,1.00,0,2,1.00,1200.00,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
R,0,1,21,12.00,72.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,1300.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,2,25,9.00,27.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,900.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,1,21,216.00,15.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,U,1.00,1.00,0,0,0.00,600.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,1,32,999.00,9.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,2,60,336.00,168.00,2.00,0.00,0.00,2400.00,0.00,2500.00,2.00,V,1.00,1.00,2,0,0.00,15000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,1,21,15.00,6.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,600.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
H,3,5,39,48.00,120.00,2.00,0.00,1.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,3,0,0.00,1400.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,1,2,26,9.00,72.00,1.00,2.00,1.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,1400.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,0,2,49,192.00,36.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,6000.00,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
H,0,1,24,48.00,6.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,0,0.00,1200.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
H,0,1,20,120.00,9.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,700.00,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,35,144.00,144.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,U,1.00,1.00,3,0,0.00,1000.00,"Radio, TV, Hifi",Lease,East Germany,Pensioner,Car,Cheque card
H,1,2,29,24.00,48.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,G,2.00,1.00,1,0,0.00,800.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
H,2,4,24,36.00,9.00,1.00,0.00,0.00,1700.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,600.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
R,1,3,29,15.00,15.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1700.00,Leisure,Lease,East Germany,Others,Car,Cheque card
H,0,1,21,264.00,21.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,2,0,0.00,1000.00,"Furniture,Carpet",Lease,East Germany,Military Service,Car,no credit cards
R,0,1,22,0.00,6.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,500.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
R,2,3,36,0.00,3.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,W,2.00,1.00,0,0,0.00,1300.00,"Dept. Store,Mail",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
H,1,3,39,36.00,240.00,1.00,0.00,0.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,3,0,0.00,9000.00,Cars,Owner,East Germany,Others,Car and Motor bi,no credit cards
R,0,1,60,999.00,6.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,W,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
R,0,1,24,9.00,12.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,1100.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,2,4,33,999.00,6.00,1.00,0.00,0.00,2100.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,20000.00,Cars,Owner,East Germany,"Food,Building,Ca",Car,no credit cards
H,3,5,40,54.00,27.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,1,3,1.00,1200.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
H,0,2,49,21.00,33.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,6,0,0.00,100000.0,Cars,Lease,East Germany,Others,Car,no credit cards
R,0,1,23,36.00,15.00,1.00,0.00,0.00,2100.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
R,0,2,49,288.00,33.00,1.00,0.00,0.00,1500.00,1.00,2500.00,3.00,V,3.00,1.00,0,0,0.00,6000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
H,0,1,20,240.00,15.00,2.00,0.00,0.00,3000.00,0.00,100000.0,4.00,U,1.00,1.00,1,0,0.00,1500.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
H,1,2,38,6.00,18.00,2.00,2.00,1.00,1700.00,0.00,2500.00,2.00,G,3.00,1.00,0,0,0.00,700.00,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
R,2,4,36,120.00,288.00,2.00,0.00,0.00,1500.00,1.00,2500.00,3.00,V,1.00,1.00,1,2,1.00,4000.00,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,Cheque card
R,0,1,56,216.00,288.00,1.00,2.00,0.00,2000.00,0.00,2500.00,2.00,G,2.00,1.00,0,0,0.00,3000.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
H,2,4,35,3.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,800.00,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
H,0,1,26,72.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,2000.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
R,1,2,36,168.00,30.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,2.00,1.00,1,0,0.00,600.00,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,Cheque card
H,0,1,22,9.00,6.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
R,0,2,21,240.00,36.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,E,1.00,1.00,1,0,0.00,6000.00,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Car,no credit cards
H,2,4,32,54.00,45.00,1.00,0.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,2,3,1.00,1000.00,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
R,1,2,28,42.00,15.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,1600.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
H,0,2,48,48.00,6.00,2.00,0.00,1.00,2400.00,0.00,2500.00,2.00,V,1.00,1.00,2,3,1.00,2500.00,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
H,2,4,35,42.00,21.00,0.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,0,0.00,20000.00,Cars,Lease,East Germany,Others,Car,no credit cards
H,2,3,33,54.00,6.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,G,1.00,1.00,1,0,0.00,1000.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
H,0,1,20,264.00,3.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,2,0,0.00,1400.00,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
H,0,1,27,30.00,39.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,T,1.00,1.00,1,0,0.00,1300.00,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
R,2,3,33,9.00,168.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,0,0.00,1300.00,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
R,3,4,38,6.00,6.00,1.00,0.00,0.00,1800.00,0.00,2500.00,2.00,G,3.00,1.00,0,0,0.00,800.00,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
R,1,2,22,84.00,3.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,600.00,"Radio, TV, Hifi",,East Germany,"Sea Vojage, Gast",Without Vehicle,no credit cards
H,0,1,23,15.00,12.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1000.00,"Dept. Store,Mail",,East Germany,Military Service,Car,no credit cards
R,1,3,47,168.00,39.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,600.00,"Dept. Store,Mail",Lease,East Germany,"Civil Service, M",Car,no credit cards
H,0,1,23,6.00,39.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,0,0.00,700.00,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
H,0,2,51,144.00,999.00,0.00,2.00,1.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
H,0,2,57,264.00,18.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,1.00,1.00,2,2,1.00,1000.00,"Dept. Store,Mail",Lease,East Germany,Pensioner,Car,no credit cards
R,2,3,35,108.00,21.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,0,0.00,600.00,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
R,1,2,29,144.00,3.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,6000.00,Cars,Lease,East Germany,"Food,Building,Ca",Car,no credit cards
H,1,3,32,15.00,9.00,1.00,0.00,1.00,2400.00,0.00,2500.00,2.00,V,1.00,1.00,4,0,0.00,20000.00,Cars,Lease,East Germany,Others,Car,no credit cards
R,0,1,20,168.00,6.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1100.00,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,no credit cards
