TITLE;CHILDREN;PERS_H;AGE;TMADD;TMJOB1;TEL;NMBLOAN;FINLOAN;INCOME;EC_CARD;INC;INC1;STATUS;BUREAU;LOCATION;LOANS;REGN;DIV;CASH;PRODUCT;RESID;NAT;PROF;CAR;CARDS;GB
R;0;2;24;1500;1200;100;0;0;0;100;0;100;V;100;100;1;0;0;50000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
R;1;3;26;300;12000;100;0;100;0;100;0;100;V;100;100;1;0;0;90000;Dept. Store,Mail;Lease;German;Chemical Industr;Car;Cheque card;0
R;3;4;42;9600;28800;200;0;100;300000;0;1000000;400;G;100;100;1;0;0;120000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;2;30;4800;6000;200;200;100;0;0;0;0;V;100;100;2;0;0;50000;Dept. Store,Mail;Lease;German;Others;Car;Mastercard/Euroc;1
R;1;3;46;24000;1200;200;0;0;0;100;0;100;V;100;100;1;0;0;130000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;0;2;46;16800;6000;200;0;0;0;100;0;100;V;300;100;0;0;0;80000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;39;2400;4800;200;0;0;0;100;0;100;V;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
R;1;3;44;99900;6000;100;0;0;0;100;0;100;V;100;100;1;0;0;140000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
H;3;5;38;9600;600;200;0;0;0;100;0;100;V;300;100;0;0;0;90000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;32;19200;19200;100;0;0;180000;0;250000;200;U;100;100;0;0;0;160000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;32;19200;19200;100;0;0;180000;0;250000;200;U;100;100;0;0;0;170000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;1;60;24000;4800;100;0;0;150000;0;250000;200;W;300;100;0;0;0;250000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;0
R;0;1;59;99900;3300;200;0;0;0;100;0;100;G;300;100;0;0;0;150000;Furniture,Carpet;Lease;German;Pensioner;Car;Cheque card;0
H;0;1;24;4800;900;200;0;100;500000;0;1000000;400;U;100;100;1;0;0;800000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;2;49;9600;2400;100;0;0;100000;0;250000;200;V;100;100;1;0;0;60000;Furniture,Carpet;Lease;German;Pensioner;Car;no credit cards;1
R;0;2;51;19200;33600;200;0;0;0;100;0;100;V;100;100;2;0;0;60000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;40;99900;2100;100;0;0;180000;0;250000;200;U;100;100;1;0;0;80000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;2;4;37;1500;3300;200;0;0;300000;0;1000000;400;V;300;100;0;0;0;70000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
R;0;1;21;26400;1800;200;0;0;150000;0;250000;200;U;100;100;0;0;0;900000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;2;25;3600;10800;100;0;100;250000;100;250000;300;V;100;100;1;0;0;400000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
R;0;1;40;14400;28800;200;0;0;260000;0;1000000;400;G;100;100;2;0;0;190000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;0;1;21;6600;1200;200;0;0;150000;0;250000;200;U;100;100;1;0;0;140000;Cars;Lease;German;Others;Car;no credit cards;1
H;2;4;38;8400;7200;200;200;100;0;100;0;100;V;100;100;0;0;0;190000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;1;2;22;4800;900;100;0;0;0;100;0;100;U;300;100;0;0;0;130000;Cars;Lease;German;Others;Car;Cheque card;1
R;0;2;41;1500;12000;100;0;0;150000;0;250000;200;V;300;100;0;0;0;140000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;39;2100;14400;100;0;0;0;100;0;100;U;100;100;1;0;0;70000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
R;0;2;28;900;4800;200;0;0;0;100;0;100;V;300;100;0;0;0;110000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;63;99900;600;100;0;100;150000;0;250000;200;V;100;100;4;0;0;90000;Furniture,Carpet;Owner;German;Pensioner;Car;no credit cards;1
H;1;3;34;2400;1800;200;0;0;250000;0;250000;200;V;100;100;0;0;0;70000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
R;1;2;36;5400;2700;200;0;0;0;100;0;100;G;100;100;1;0;0;400000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;2;4;26;300;4500;100;0;0;0;100;0;100;V;100;100;1;0;0;170000;Furniture,Carpet;Lease;German;State,Steel Ind,;Car;Cheque card;1
H;3;5;36;12000;14400;100;0;0;0;100;0;100;V;100;100;2;0;0;170000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;0;2;60;99900;4800;100;0;0;0;100;0;100;V;100;100;1;0;0;140000;Furniture,Carpet;Lease;German;Pensioner;Car;Cheque card;1
H;1;2;29;2100;12000;100;0;100;0;100;0;100;T;100;100;1;0;0;110000;Dept. Store,Mail;Lease;German;Civil Service, M;Car;Cheque card;1
R;0;1;25;14400;900;200;0;100;220000;0;250000;200;U;100;100;1;6;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;2;4;49;1200;1500;200;0;0;0;100;0;100;V;100;100;1;0;0;250000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;1;3;46;14400;1200;200;0;0;160000;0;250000;200;V;300;100;0;0;0;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;19;16800;4800;100;0;0;180000;0;250000;200;U;300;100;0;0;0;190000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;2;51;3000;4200;200;0;0;0;100;0;100;V;100;100;1;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
H;1;3;25;12000;1200;200;0;100;0;100;0;100;V;300;100;0;0;0;80000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
R;0;2;57;9600;2400;200;0;0;0;100;0;100;V;300;100;0;0;0;50000;Radio, TV, Hifi;Lease;German;Pensioner;Car;Cheque card;0
R;0;1;45;19200;33600;100;0;0;0;100;0;100;U;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
H;1;3;41;21600;28800;100;200;100;200000;0;250000;200;V;300;100;0;0;0;100000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;1
H;0;1;22;14400;3600;100;0;0;0;100;0;100;U;100;100;0;0;0;90000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;1
R;1;3;43;12000;14400;200;0;0;0;100;0;100;V;100;100;1;0;0;100000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
R;3;5;31;6600;900;100;0;0;0;100;0;100;V;100;100;1;0;0;160000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;45;16800;3900;100;0;100;0;0;0;0;V;100;100;1;0;0;190000;Furniture,Carpet;Lease;German;Others;Car;Mastercard/Euroc;0
H;1;2;26;31200;12000;100;0;0;210000;100;250000;300;U;100;100;2;0;0;110000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
H;0;1;25;21600;1200;200;0;0;230000;0;250000;200;U;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;23;3000;1200;100;200;0;200000;0;250000;200;U;100;100;1;0;0;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;2;4;31;4200;16800;200;0;0;0;100;0;100;V;100;100;2;0;0;120000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;1;33;99900;1500;200;0;100;250000;0;250000;200;T;100;100;1;0;0;1000000;Cars;Lease;German;Others;Car;no credit cards;1
R;2;4;28;4800;3600;200;0;100;0;100;0;100;V;100;100;1;0;0;300000;Furniture,Carpet;Lease;German;Civil Service, M;Car;Cheque card;1
R;2;3;39;14400;2100;200;0;0;0;100;0;100;G;300;100;0;0;0;150000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Without Vehicle;Cheque card;0
R;1;2;44;19200;4200;200;0;0;0;100;0;100;G;100;100;1;0;0;160000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;1
R;1;3;44;24000;19200;200;200;100;0;100;0;100;V;300;100;0;0;0;50000;Dept. Store,Mail;Lease;German;Chemical Industr;Car;Cheque card;0
H;0;1;32;99900;5400;200;0;0;0;100;0;100;U;300;100;0;0;0;80000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;0;1;53;900;300;200;200;100;150000;0;250000;200;G;300;100;0;7;100;0;;Lease;Turkish;Others;Without Vehicle;no credit cards;1
R;1;3;47;3600;1200;200;0;0;150000;0;250000;200;V;300;100;0;0;0;300000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
R;0;1;43;24000;6000;100;0;0;0;100;0;100;W;300;100;0;0;0;90000;Dept. Store,Mail;;German;State,Steel Ind,;Without Vehicle;Cheque card;1
H;3;5;35;1800;3900;100;0;100;0;100;0;100;V;100;100;1;0;0;160000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;30;4200;1200;200;0;100;300000;0;1000000;400;G;100;100;1;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;2;60;7200;3300;100;0;0;0;100;0;100;V;300;100;0;0;0;300000;Furniture,Carpet;;German;Others;Without Vehicle;Cheque card;0
R;2;3;37;19200;8400;200;0;0;150000;0;250000;200;G;300;100;0;0;0;140000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
R;2;4;33;8400;3900;200;0;0;0;100;0;100;V;100;100;1;0;0;100000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;1;3;25;4800;900;100;200;100;220000;0;250000;200;V;100;100;2;0;0;120000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;1;64;4800;4500;200;200;100;0;100;0;100;G;300;100;0;0;0;200000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;Cheque card;0
H;0;1;47;16800;21600;100;0;0;0;100;0;100;G;100;100;1;0;0;70000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
H;0;2;23;600;3000;100;0;100;230000;0;250000;200;E;100;100;5;0;0;700000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;0;1;63;16800;3600;200;0;0;0;100;0;100;W;300;100;0;0;0;110000;Furniture,Carpet;Lease;German;Pensioner;Car;Cheque card;0
R;0;2;46;16800;33600;200;0;100;260000;0;1000000;400;V;100;100;1;0;0;80000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;41;6600;33600;200;200;0;0;100;0;100;V;300;100;0;0;0;140000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;8;10;33;7200;900;200;0;100;0;100;0;100;V;100;100;3;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;1
R;2;4;30;9600;3000;200;0;0;0;100;0;100;V;100;100;1;0;0;150000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;22;3600;2100;100;0;0;0;100;0;100;V;100;100;1;0;0;150000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
H;1;3;40;16800;900;100;0;0;240000;0;250000;200;V;300;100;0;0;0;120000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;2;4;32;4200;6600;200;0;0;330000;100;1000000;500;V;100;100;2;0;0;700000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;2;4;30;12000;2700;200;200;0;0;100;0;100;V;100;100;1;0;0;250000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;1
H;0;1;32;4200;1500;100;0;100;210000;0;250000;200;U;100;100;1;0;0;50000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;0;1;22;26400;600;100;0;0;0;100;0;100;U;300;100;0;0;0;400000;Cars;Lease;German;Others;Car;Cheque card;1
H;4;6;44;6600;28800;100;0;0;270000;0;1000000;400;V;300;100;0;0;0;80000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;1
H;0;2;66;300;19200;100;0;0;190000;0;250000;200;V;100;100;1;0;0;120000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;0
R;0;2;51;19200;1200;100;0;0;150000;0;250000;200;V;300;100;0;0;0;180000;Furniture,Carpet;Owner;German;Others;Without Vehicle;no credit cards;0
R;2;4;38;21600;2400;200;0;0;230000;0;250000;200;V;100;100;1;0;0;150000;Furniture,Carpet;Owner;German;Others;Without Vehicle;no credit cards;0
R;1;2;29;21600;3000;100;0;0;0;100;0;100;U;100;100;1;0;0;120000;Dept. Store,Mail;;German;Others;Car;Cheque card;0
H;0;1;19;24000;900;100;0;0;190000;0;250000;200;U;300;100;0;0;0;130000;Cars;Lease;German;Others;Car;no credit cards;1
R;1;3;30;7200;12000;200;0;0;0;100;0;100;V;100;100;1;3;100;250000;Leisure;Lease;German;Others;Car;Cheque card;0
H;0;1;25;31200;5400;100;0;0;150000;0;250000;200;U;100;100;1;0;0;100000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;29;6000;900;100;0;100;170000;0;250000;200;V;300;100;0;0;0;190000;Dept. Store,Mail;;German;Others;Car;no credit cards;1
R;0;1;27;4200;900;100;0;0;0;100;0;100;U;300;100;0;0;0;150000;Cars;Lease;German;Others;Car;Cheque card;0
H;1;3;46;26400;33600;200;0;0;0;0;0;0;V;100;100;3;0;0;400000;Furniture,Carpet;Lease;German;Civil Service, M;Car;Mastercard/Euroc;0
H;2;4;24;6000;10800;100;200;0;250000;0;250000;200;V;100;100;3;0;0;400000;Cars;Lease;German;Others;Car;no credit cards;1
H;2;4;41;14400;2100;200;0;0;240000;100;250000;300;V;100;100;1;0;0;90000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;1;20;28800;900;100;0;0;100000;0;250000;200;U;300;100;0;0;0;150000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;2;63;99900;24000;100;0;0;150000;0;250000;200;V;300;100;0;0;0;60000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;2;4;39;14400;2100;200;0;0;220000;100;250000;300;V;100;100;1;0;0;130000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;2;4;32;9600;14400;200;200;100;0;100;0;100;V;100;100;1;0;0;400000;Furniture,Carpet;Lease;German;Civil Service, M;Car;Cheque card;0
H;1;3;46;19200;28800;200;200;100;0;100;0;100;V;300;100;0;0;0;70000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
R;2;4;41;4200;3000;200;0;0;150000;0;250000;200;V;100;100;2;0;0;1000000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;2;34;300;1500;100;0;0;230000;0;250000;200;V;100;100;0;5;100;200000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;1;65;99900;6000;100;0;0;160000;0;250000;200;W;300;100;0;0;0;110000;Furniture,Carpet;Owner;German;Pensioner;Without Vehicle;no credit cards;0
R;1;3;38;14400;2700;200;0;0;250000;0;250000;200;V;100;100;2;0;0;1000000;Cars;Lease;German;Food,Building,Ca;Car and Motor bi;no credit cards;0
R;2;4;38;21600;4800;200;0;0;0;100;0;100;V;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Self-employed pe;Car;Cheque card;1
H;0;1;26;26400;900;200;0;0;190000;0;250000;200;U;100;100;0;0;0;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;1;3;30;4800;600;200;0;100;270000;0;1000000;400;V;100;100;1;0;0;600000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;1;2;29;9600;4800;200;0;0;260000;0;1000000;400;G;300;100;0;0;0;60000;Dept. Store,Mail;Lease;German;Civil Service, M;Without Vehicle;no credit cards;0
R;1;2;26;3000;9600;100;0;0;0;100;0;100;U;100;100;1;0;0;300000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
H;0;1;29;7200;14400;100;0;0;170000;0;250000;200;U;100;100;2;0;0;80000;Cars;Lease;German;Others;Car;no credit cards;1
R;1;2;50;28800;99900;200;0;0;0;100;0;100;W;300;100;0;0;0;70000;Radio, TV, Hifi;Lease;German;Civil Service, M;Without Vehicle;Cheque card;0
R;0;1;59;99900;6000;100;200;100;0;100;0;100;W;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Pensioner;Car;Cheque card;0
R;0;1;45;21600;33600;200;0;0;0;100;0;100;U;100;100;4;0;0;600000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;2;4;34;19200;7200;200;0;0;0;100;0;100;V;100;100;1;0;0;300000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;Cheque card;1
R;2;4;35;14400;1200;200;0;0;0;100;0;100;V;300;100;0;0;0;80000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;Cheque card;0
R;1;3;47;14400;300;100;200;0;150000;0;250000;200;V;100;100;1;0;0;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;2;3;19;12000;2100;100;200;100;190000;0;250000;200;U;300;100;0;0;0;50000;Cars;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;1
R;2;3;46;19200;1500;100;0;0;250000;0;250000;200;G;300;100;0;0;0;1000000;Cars;Lease;German;Others;Car;no credit cards;0
R;1;3;40;10800;14400;100;200;100;0;100;0;100;V;300;100;0;0;0;180000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;1
R;0;2;59;5400;2700;200;0;0;0;100;0;100;V;100;100;0;0;0;80000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;Cheque card;0
H;0;1;36;14400;14400;200;200;100;150000;0;250000;200;U;100;100;1;0;0;100000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;2;4;35;2400;14400;200;0;100;0;100;0;100;V;100;100;2;0;0;50000;Furniture,Carpet;Lease;German;Civil Service, M;Car;Cheque card;0
H;1;3;28;4800;900;100;200;0;200000;0;250000;200;V;100;100;1;0;0;130000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;2;4;36;14400;5400;100;200;100;0;100;0;100;V;100;100;1;0;0;50000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;1;23;28800;300;100;0;0;0;100;0;100;U;300;100;0;0;0;60000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
R;0;2;55;99900;99900;200;0;0;0;100;0;100;V;100;100;2;2;100;90000;Radio, TV, Hifi;;German;Civil Service, M;Car;Cheque card;0
H;0;1;37;600;2400;200;0;0;280000;0;1000000;400;U;300;100;0;0;0;1500000;Furniture,Carpet;Lease;German;Civil Service, M;Car;no credit cards;1
R;1;3;48;19200;12000;100;0;0;200000;0;250000;200;V;100;100;1;0;0;130000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;0;1;22;1800;6600;100;200;0;0;100;0;100;U;100;100;1;0;0;130000;Dept. Store,Mail;Lease;German;Civil Service, M;Car;Cheque card;0
H;3;5;34;8400;900;200;0;0;0;100;0;100;V;300;100;0;0;0;120000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;Cheque card;0
H;0;1;29;7200;1500;100;200;100;0;100;0;100;U;100;100;1;0;0;60000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;2;4;26;4200;3000;200;0;0;200000;0;250000;200;V;100;100;4;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;28;1200;3000;200;0;0;0;100;0;100;V;100;100;1;0;0;250000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;0;1;33;9600;19200;200;200;100;220000;0;250000;200;W;100;100;2;0;0;250000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;1
H;0;1;22;16800;8400;100;100;100;0;100;0;100;U;100;100;4;0;0;120000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;1
H;2;4;31;10800;16800;200;100;100;350000;0;1000000;400;V;100;100;2;8;100;0;;Lease;Turkish;Others;Car;no credit cards;0
H;1;3;27;6000;1800;200;0;0;250000;0;250000;200;V;100;100;1;0;0;170000;Furniture,Carpet;Owner;German;Food,Building,Ca;Car;no credit cards;0
H;2;4;37;4200;600;200;0;0;200000;0;250000;200;V;100;100;2;0;0;500000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
H;2;4;29;4800;1800;200;0;0;260000;0;1000000;400;V;100;100;1;0;0;500000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;38;10800;16800;200;0;0;180000;0;250000;200;V;100;100;3;0;0;300000;Cars;Lease;German;Civil Service, M;Car;no credit cards;1
H;1;3;29;4800;4500;100;200;100;0;100;0;100;V;300;100;0;0;0;140000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;2;4;40;16800;300;200;0;0;0;100;0;100;V;300;100;0;0;0;50000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
R;1;3;38;6600;1800;200;0;0;200000;0;250000;200;V;300;100;0;0;0;250000;Furniture,Carpet;Lease;German;Civil Service, M;Without Vehicle;no credit cards;0
H;1;3;39;10800;5400;200;0;0;500000;100;1000000;500;V;100;100;1;0;0;500000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;Cheque card;0
R;2;4;37;12000;900;100;0;100;0;100;0;100;V;300;100;0;0;0;180000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
R;3;5;32;1500;1500;100;200;0;190000;0;250000;200;V;100;100;5;0;0;50000;Dept. Store,Mail;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;0;2;63;8400;3300;200;0;100;350000;0;1000000;400;V;100;100;1;0;0;800000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;2;4;39;900;3000;200;200;100;220000;0;250000;200;E;100;100;2;0;0;400000;Furniture,Carpet;Lease;German;Civil Service, M;Car;no credit cards;1
R;0;2;50;21600;21600;200;0;0;0;100;0;100;V;300;100;0;0;0;100000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;0
H;0;1;23;28800;6000;100;0;0;280000;100;1000000;500;U;100;100;1;0;0;170000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;1
H;0;2;56;10800;3300;200;0;0;0;100;0;100;V;100;100;2;0;0;180000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
R;2;4;30;4200;900;200;0;0;0;100;0;100;V;100;100;1;0;0;130000;Radio, TV, Hifi;;German;Others;Without Vehicle;Cheque card;1
H;1;3;28;4800;14400;100;0;100;0;100;0;100;V;100;100;1;0;0;70000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;2;46;31200;1500;100;200;100;180000;0;250000;200;V;300;100;0;0;0;300000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
H;0;1;20;24000;3000;100;0;0;150000;0;250000;200;U;300;100;0;0;0;90000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;2;58;7200;3600;200;0;0;310000;0;1000000;400;V;300;100;0;0;0;600000;Furniture,Carpet;Lease;German;Civil Service, M;Car;no credit cards;0
R;0;2;57;2400;2100;100;0;0;100000;0;250000;200;V;300;100;0;0;0;250000;Furniture,Carpet;Lease;German;Others;Car;Mastercard/Euroc;0
H;0;2;47;16800;99900;200;0;0;0;0;0;0;V;100;100;1;0;0;190000;Dept. Store,Mail;Lease;German;Others;Car;Mastercard/Euroc;0
R;0;2;52;19200;900;200;0;0;210000;0;250000;200;V;100;100;1;3;100;160000;Dept. Store,Mail;;German;State,Steel Ind,;Without Vehicle;no credit cards;0
H;0;2;33;12000;900;100;0;0;150000;0;250000;200;V;300;100;0;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;1;19;24000;1800;200;0;0;100000;0;250000;200;U;300;100;0;0;0;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;2;44;19200;3600;100;0;0;230000;0;250000;200;U;100;100;1;0;0;50000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;30;33600;2100;100;0;0;200000;0;250000;200;V;100;100;0;0;0;120000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;1
H;0;1;27;4800;8400;100;0;100;200000;0;250000;200;U;100;100;4;0;0;100000;Dept. Store,Mail;Lease;German;Civil Service, M;Without Vehicle;no credit cards;1
R;0;1;37;19200;2400;200;0;0;230000;0;250000;200;G;100;100;1;4;100;0;;Lease;German;Food,Building,Ca;Car;VISA mybank;0
H;1;2;32;14400;3300;200;0;100;240000;0;250000;200;G;300;100;0;0;0;150000;Cars;Lease;German;Others;Car;no credit cards;0
R;3;5;28;0;16800;100;0;0;170000;0;250000;200;E;100;100;1;0;0;400000;Furniture,Carpet;Lease;German;Civil Service, M;Without Vehicle;no credit cards;1
H;2;4;39;16800;16800;200;0;100;400000;0;1000000;400;V;100;100;1;0;0;200000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;68;21600;2700;200;0;0;0;100;0;100;U;300;100;0;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
R;0;1;52;12000;99900;200;0;0;0;100;0;100;G;100;100;1;0;0;120000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;20;21600;600;100;200;0;0;100;0;100;U;100;100;0;0;0;50000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;3;5;38;4800;3300;200;200;100;200000;0;250000;200;V;100;100;0;0;0;120000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
R;0;2;57;36000;14400;200;0;0;0;100;0;100;V;300;100;0;0;0;300000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;Cheque card;0
R;0;2;41;4200;900;200;0;0;0;100;0;100;V;100;100;3;0;0;300000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;1;2;38;8400;900;100;0;0;0;100;0;100;G;100;100;1;0;0;250000;Furniture,Carpet;;German;Others;Car;Cheque card;1
